"home_team","away_team","def_team_q1","def_team_q3","def_team_ot","def_direction_q1","def_direction_q3","def_direction_ot","game_id"
"CHI","GB","CHI","GB",NA,"south","south",NA,"GB_CHI_2019"
"CAR","LA","LA","CAR",NA,"east","west",NA,"LA_CAR_2019"
"CLV","TEN","TEN","CLV",NA,"east",NA,NA,"TEN_CLV_2019"
"JAX","KC","JAX","KC",NA,"north",NA,NA,"KC_JAX_2019"
"MIA","BAL","MIA","BLT",NA,"east","west",NA,"BAL_MIA_2019"
"MIN","ATL","MIN","ATL",NA,"west",NA,NA,"ATL_MIN_2019"
"NYJ","BUF","NYJ","BUF",NA,"south","north",NA,"BUF_NYJ_2019"
"PHI","WAS","PHI","WAS",NA,"north","south",NA,"WAS_PHI_2019"
"LAC","IND","IND","LAC","IND","south","north","north","IND_LAC_2019"
"SEA","CIN","SEA","CIN",NA,"north","south",NA,"CIN_SEA_2019"
"ARZ","DET","ARZ","DET","DET","north","north","north","DET_ARZ_2019"
"DAL","NYG","NYG",NA,NA,"west",NA,NA,"NYG_DAL_2019"
"TB","SF","SF","TB",NA,"south","north",NA,"SF_TB_2019"
"NE","PIT","PIT","NE",NA,"south","south",NA,"PIT_NE_2019"
"NO","HST","NO","HST",NA,"south","north",NA,"HST_NO_2019"
"OAK","DEN","DEN","OAK",NA,"north","south",NA,"DEN_OAK_2019"
"CAR","TB","CAR","TB",NA,"west","east",NA,"TB_CAR_2019"
"BLT","ARZ","BLT","ARZ",NA,"east","west",NA,"ARZ_BLT_2019"
"CIN","SF","SF","CIN",NA,"south",NA,NA,"SF_CIN_2019"
"DET","LAC","DET","LAC",NA,"west","east",NA,"LAC_DET_2019"
"GB","MIN","MIN","GB",NA,"north",NA,NA,"MIN_GB_2019"
"HST","JAX","HST","JAX",NA,"south","north",NA,"JAX_HST_2019"
"MIA","NE","NE","MIA",NA,"west",NA,NA,"NE_MIA_2019"
"NYG","BUF","BUF","NYG",NA,"south","north",NA,"BUF_NYG_2019"
"PIT","SEA","SEA","PIT",NA,"north","north",NA,"SEA_PIT_2019"
"TEN","IND","IND","TEN",NA,"south","south",NA,"IND_TEN_2019"
"WAS","DAL","DAL","WAS",NA,"east","west",NA,"DAL_WAS_2019"
"OAK","KC","KC","OAK",NA,"north","north",NA,"KC_OAK_2019"
"DEN","CHI","CHI","DEN",NA,"south",NA,NA,"CHI_DEN_2019"
"LA","NO","LA",NA,NA,"east",NA,NA,"NO_LA_2019"
"ATL","PHI","PHI","ATL",NA,"east","west",NA,"PHI_ATL_2019"
"NYJ","CLV","NYJ","CLV",NA,"north",NA,NA,"CLV_NYJ_2019"
"JAX","TEN","TEN","JAX",NA,"north",NA,NA,"TEN_JAX_2019"
"BUF","CIN","CIN","BUF",NA,"west","east",NA,"CIN_BUF_2019"
"DAL","MIA","DAL","MIA",NA,"west","east",NA,"MIA_DAL_2019"
"GB","DEN","DEN","GB",NA,"north",NA,NA,"DEN_GB_2019"
"IND","ATL","ATL","IND",NA,"north","north",NA,"ATL_IND_2019"
"KC","BAL","BLT","KC",NA,"east","east",NA,"BAL_KC_2019"
"MIN","OAK","OAK","MIN",NA,"west",NA,NA,"OAK_MIN_2019"
"NE","NYJ","NE","NYJ",NA,"south","north",NA,"NYJ_NE_2019"
"PHI","DET","DET","PHI",NA,"north","south",NA,"DET_PHI_2019"
"ARZ","CAR","ARZ","CAR",NA,"north","north",NA,"CAR_ARZ_2019"
"TB","NYG","NYG","TB",NA,"south","south",NA,"NYG_TB_2019"
"LAC","HST","HST","LAC",NA,"north","south",NA,"HST_LAC_2019"
"SEA","NO","NO","SEA",NA,"south","north",NA,"NO_SEA_2019"
"SF","PIT","PIT","SF",NA,"south","south",NA,"PIT_SF_2019"
"CLV","LA","LA","CLV",NA,"east","west",NA,"LA_CLV_2019"
"WAS","CHI","WAS","CHI",NA,"east","west",NA,"CHI_WAS_2019"
"GB","PHI","GB","PHI",NA,"north",NA,NA,"PHI_GB_2019"
"ATL","TEN","ATL","TEN",NA,"east","west",NA,"TEN_ATL_2019"
"BLT","CLV","BLT","CLV",NA,"east","east",NA,"CLV_BLT_2019"
"BUF","NE","BUF","NE",NA,"east","east",NA,"NE_BUF_2019"
"DET","KC","KC","DET",NA,"west","west",NA,"KC_DET_2019"
"HST","CAR","HST","CAR",NA,"south","north",NA,"CAR_HST_2019"
"IND","OAK","IND","OAK",NA,"north","north",NA,"OAK_IND_2019"
"MIA","LAC","MIA","LAC",NA,"east",NA,NA,"LAC_MIA_2019"
"NYG","WAS","NYG","WAS",NA,"south","south",NA,"WAS_NYG_2019"
"ARZ","SEA","SEA","ARZ",NA,"north","north",NA,"SEA_ARZ_2019"
"LA","TB","LA","TB",NA,"east","west",NA,"TB_LA_2019"
"CHI","MIN","MIN","CHI",NA,"north",NA,NA,"MIN_CHI_2019"
"DEN","JAX","JAX","DEN",NA,"south",NA,NA,"JAX_DEN_2019"
"NO","DAL","NO","DAL",NA,"south","north",NA,"DAL_NO_2019"
"PIT","CIN","PIT","CIN",NA,"north","north",NA,"CIN_PIT_2019"
"SEA","LA","LA","SEA",NA,"south","south",NA,"LA_SEA_2019"
"CAR","JAX","JAX","CAR",NA,"east","west",NA,"JAX_CAR_2019"
"CIN","ARZ","CIN","ARZ",NA,"south",NA,NA,"ARZ_CIN_2019"
"HST","ATL","HST","ATL",NA,"south","south",NA,"ATL_HST_2019"
"NO","TB","NO","TB",NA,"south","south",NA,"TB_NO_2019"
"NYG","MIN","NYG","MIN",NA,"south","north",NA,"MIN_NYG_2019"
"OAK","CHI","CHI","OAK",NA,"south",NA,NA,"CHI_OAK_2019"
"PHI","NYJ","PHI","NYJ",NA,"south","south",NA,"NYJ_PHI_2019"
"PIT","BAL","BLT","PIT","BLT","north","north","south","BAL_PIT_2019"
"TEN","BUF","BUF","TEN",NA,"north","north",NA,"BUF_TEN_2019"
"WAS","NE","NE","WAS",NA,"east","east",NA,"NE_WAS_2019"
"LAC","DEN","LAC","DEN",NA,"north","south",NA,"DEN_LAC_2019"
"DAL","GB","DAL","GB",NA,"east","west",NA,"GB_DAL_2019"
"KC","IND","IND","KC",NA,"east","west",NA,"IND_KC_2019"
"SF","CLV","SF","CLV",NA,"north","north",NA,"CLV_SF_2019"
"NE","NYG","NYG","NE",NA,"south","south",NA,"NYG_NE_2019"
"TB","CAR","CAR","TB",NA,"north",NA,NA,"CAR_TB_2019"
"BLT","CIN","BLT","CIN",NA,"west","west",NA,"CIN_BLT_2019"
"CLV","SEA","SEA","CLV",NA,"west","west",NA,"SEA_CLV_2019"
"JAX","NO","JAX","NO",NA,"north",NA,NA,"NO_JAX_2019"
"KC","HST","HST","KC",NA,"west","east",NA,"HST_KC_2019"
"MIA","WAS","MIA","WAS",NA,"east",NA,NA,"WAS_MIA_2019"
"MIN","PHI","PHI","MIN",NA,"east",NA,NA,"PHI_MIN_2019"
"ARZ","ATL","ARZ","ATL",NA,"north","north",NA,"ATL_ARZ_2019"
"LA","SF","LA","SF",NA,"east","west",NA,"SF_LA_2019"
"DEN","TEN","DEN","TEN",NA,"south",NA,NA,"TEN_DEN_2019"
"NYJ","DAL","DAL","NYJ",NA,"north",NA,NA,"DAL_NYJ_2019"
"LAC","PIT","PIT","LAC",NA,"north","north",NA,"PIT_LAC_2019"
"GB","DET","GB","DET",NA,"north",NA,NA,"DET_GB_2019"
"DEN","KC","KC","DEN",NA,"north",NA,NA,"KC_DEN_2019"
